s.no,code,Station,Latitude,Longitude
141,HP,haripur,26.012397,74.024928
142,KUGT,kumarghat,24.15063031,92.03483312
143,AWB,aurangabad,19.859276,75.310646
144,BNL,bevinahalu,15.16697376,77.21298975
145,SMNH,somnath,20.896132,70.408254
146,CUPJ,cuddalore port,11.715119,79.766287
147,PLJ,palej,21.921578,73.072387
148,GOLE,gole,25.891938,72.00004
149,TRO,tirora,21.415039,79.918035
150,JMG,jamga,21.874971,83.564842
151,AHLR,ahalyapur,26.468381,83.824844
152,TEL,tenali jn,16.242409,80.640413
153,TAT,tummanamgutta,13.707414,78.379263
154,CU,chagallu,16.965077,81.690558
155,PSDA,pasivedala,16.99331,81.700939
156,MBGA,marwar bagra,25.208689,72.593761
157,JNE,janiyana,25.827638,72.336284
158,SMR,samdhari jn,25.837202,72.573007
159,SUT,sutlana,25.970783,72.951414
160,PBR,porbandar,21.643598,69.615506
161,CKVD,chikkandawadi,14.13792027,76.20256849
162,BHG,bhaton ki gali,27.105646,75.712919
163,HMO,hanumangarh town,29.57422055,74.33120188
164,SANR,sardarnagar,26.700859,83.494054
165,GRD,giridih,24.1822559,86.3146452
166,CC,chauri chaura,26.673882,83.545894
167,KMPT,komatipalli,18.0235473,79.51589222
168,HSP,hasanparthi rd,18.078262,79.50185
169,GGY,gagariya,25.741083,70.734877
170,NNPR,nonapar,26.353209,83.969786
171,MW,mairwa,26.240309,84.151979
172,KUY,tiruppur kulipalayam,11.14402792,77.38931359
173,PLL,parli,10.800415,76.559421
174,AGTL,agartala,23.792417,91.278481
175,MNY,mankarai,10.771526,76.500232
176,LDY,lakkiti,10.753217,76.434467
177,PLPM,palappuram,10.75251879,76.39838581
178,OTP,ottappalam,10.770046,76.377993
179,MNUR,mannanur,10.749322,76.323555
180,ZRDE,jiradei,26.220819,84.256142
181,SV,siwan jn,26.210724,84.359267
182,PCK,pachrukhi,26.162628,84.415667
183,DDA,duraundha jn,26.086973,84.458946
184,CW,chainwa,26.022117,84.496496
185,POK,pokran,26.930571,71.923129
186,OCH,odhaniya chacha,26.972848,71.718687
187,EKMA,ekma,25.967099,84.53637
188,DDP,daudpur,25.90709,84.591425
189,KPS,kopa samhota,25.851866,84.652814
190,BTHL,bithauli,25.817069,85.29179
191,GB,gauri bazar,26.594934,83.667801
192,BALR,baitalpur,26.5526634,83.7385572
193,DEOS,deoria sadar,26.50768117,83.7819591
194,NRA,nunkhar,26.425483,83.880179
195,AGMN,agomoni,26.225947,89.786242
196,BND,bhandup,19.14200998,72.93723505
197,ASR,amritsar jn,31.631512,74.858025
198,MUC,mullurkara,10.705843,76.271415
199,WKI,wadakancheri,10.648956,76.237041
200,SOG,suratgarh jn,29.324152,73.907248
201,SNV,sondad,21.079845,80.094149
202,QMRS,kayamsar,28.125576,75.000562
203,AYB,aliyabad,16.878268,75.758306
204,MBF,munabao,25.742614,70.276543
205,CLDR,chilikidara,21.243022,85.827112
206,KLYT,kolayat,27.835319,72.955074
207,CLD,chalsa jn,26.882215,88.798213
208,CRX,carron,26.880279,88.9704
209,ETF,itarsi f cabin,22.61521,77.774856
210,CNPI,chandanpahari,24.404224,86.953082
211,MIG,midghat,22.828141,77.647526
212,BNU,bandakpur,23.848206,79.575956
213,COD,chhota gudha,27.293803,75.599508
214,CHQ,choka,22.864326,77.638968
215,MB,moradabad,28.831621,78.765801
216,IRA,israna,29.291379,76.85286
217,KRCA,karachiya yard,22.380046,73.132981
218,BJW,bajva,22.3662226,73.1431251
219,CLN,kollidam,11.332713,79.718347
220,CNA,chanderiya,24.939558,74.629979
221,CRC,charkhari road,25.307556,79.745653
222,BTT,bhatni jn,26.381257,83.934035
223,CSZ,cossimbazar,24.122264,88.266903
224,VRE,varediya,21.85838,73.048979
225,NIU,nabipur,21.807541,73.030592
226,CVJ,chavaj,21.753134,73.010489
227,AKV,ankleshwar jn,21.623889,73.000633
228,CNE,chandranathpur,24.984962,92.716658
229,PAO,panoli,21.535197,72.978371
230,CNL,chandawal,25.94654272,73.86881458
231,BFY,bhesana,25.82438,73.7180903
232,HAT,hathuran,21.501091,72.969512
233,COL,coromandel,12.97518,78.257278
234,KDSD,kudsad,21.37682,72.91648
235,SYN,sayan,21.317203,72.890287
236,MQP,makrandpur,28.213407,79.290097
237,GTX,gothangam,21.294043,72.880104
238,MGK,mulangunnathukavu,10.596939,76.207809
239,CNKP,chanakyapuri,28.591905,77.172004
240,URN,utran,21.232602,72.854796
241,ST,surat,21.206568,72.840793
242,UDN,udhna jn,21.171156,72.851461
243,VRU,valiveru,16.188934,80.605456
244,MRPL,marampalli,16.843925,81.633874
245,NDD,nidadavolu jn,16.898297,81.675504
246,GDM,gudma,21.416128,80.287678
247,BEF,bhupdeopur,21.97503504,83.25998102
248,RIG,raigarh,21.891289,83.39067
249,KRL,kotarlia,21.883182,83.482238
250,CTND,chettinad,10.160613,78.775924
251,SEPR,sherpur,28.919358,78.25287
252,NVS,navsari,20.946851,72.914294
253,JBD,jalalabad,30.60775,74.268446
254,DDM,dam dim,26.859243,88.671333
255,COE,chitrod,23.417869,70.655356
256,COM,chomun samod,27.158223,75.70272
257,DKT,dhulkot,30.395686,76.787535
258,KUW,kanwar,25.70365207,81.21464405
259,CDMR,chandauli mjhwr,25.261093,83.267724
260,KGA,khaga,25.761853,81.102658
261,KTCE,katoghan,25.730035,81.165606
262,ASCE,athsarai,25.67872881,81.26203008
263,CRLM,carmelaram,12.907633,77.706014
264,CNR,chandar,15.264834,74.047794
265,CMDP,chimidipalli,18.262764,83.076862
266,BDL,vindhyachal,25.1607717,82.5020212
267,TSA,tisua,28.136577,79.586289
268,TAS,thasra,22.797769,73.221682
269,GHT,ghaghara ghat,27.1026835,81.5033135
270,BV,babhnan,26.938525,82.500127
271,CLW,chilwariya,27.487001,81.698732
272,GAUR,gaur,26.913411,82.561158
273,TH,tinich,26.882281,82.639707
274,BHTR,bhatpar rani,26.3104766,84.0331014
275,TUR,turki,26.034431,85.354709
276,RD,ram dayalu nagar,26.097367,85.383596
277,BTO,bhitaura,28.469954,79.306506
278,PKRA,parsa khera,28.433371,79.341852
279,CHTI,chaneti,28.30879585,79.42916573
280,BLPU,bilpur,28.083668,79.625781
281,MK,miranpur katra,28.03708,79.674809
282,MILA,milakpur halt,27.98826137,79.71796183
283,TLH,tilhar,27.972984,79.741776
284,CQL,chirakkal,11.911049,75.353696
285,PNQ,punkunnam,10.535054,76.20943
286,TCR,thrisur,10.51479,76.207919
287,CMNR,chamarajanagar,11.934891,76.932807
288,CMJ,chamarajapuram,12.29844,76.637861
289,BKA,barkhera,22.917359,77.649646
290,ODG,obaidulla ganj,22.994912,77.587299
291,ACL,ancheli,20.845167,72.944978
292,CVR,chorvad road,21.055196,70.290734
293,CTH,chikalthana,19.859565,75.402851
294,BTKD,bharatkund,26.6360965,82.1273931
295,DHW,dhariwal,31.949113,75.321565
296,SAI,sarai,25.779962,85.276609
297,CPE,chandiposi,22.068677,84.915988
298,CRU,chudawa,19.18032826,77.11693034
299,DBB,dhubri,26.023137,89.977952
300,PNP,panipat jn,29.388948,76.963793
301,CPS,chandpur siau halt,29.13201,78.275855
302,CX,chanol,22.427916,70.538842
303,CSR,chak sikandar,25.67672024,85.36524615
304,CRQ,charpokhari halt,25.36151577,84.48760319
305,VNA,varangaon,21.00971319,75.90065779
306,DAG,dhang,26.7174,85.353298
307,CRW,charaud,29.0094584,75.6466632
308,BTL,bortalao,21.218301,80.626207
309,KHS,kharsia,21.99178,83.102414
310,ROB,robertson,21.988744,83.182508
311,CPK,chaparmukh jn,26.202272,92.511718
312,CTW,chhintanwala,30.365958,76.014229
313,CTA,chitradurg,14.231154,76.386431
314,MDKU,modukuru,16.124988,80.583808
315,TSR,tsunduru,16.157497,80.586487
316,NBM,navabpalem,16.831606,81.606702
317,NMBR,n mayurbhanj road,21.666901,87.038724
318,BTS,basta,21.7029241,87.0637831
319,CTD,chhota udepur,22.314788,74.014286
320,DBY,digboi,27.383483,95.616982
321,CWI,chondi,19.43061977,77.15566662
322,CSDR,channasandra,13.01094072,77.66297057
323,PGT,palakkad,10.802091,76.641926
324,MNHA,mindha,27.112061,75.33241
325,DBO,dabhoda,23.168331,72.748038
326,DABN,dhaban,29.859997,74.54288
327,DBI,dabli rathan,29.542416,74.19093
328,SID,siddhpur,23.918067,72.367959
329,ARGD,arigada,23.643461,85.466475
330,CTJ,chhataini,23.994088,81.287323
331,KTKD,katangi khurd,23.77586961,80.48673398
332,CRL,choral,22.450677,75.944135
333,ABSA,ambassa,23.930507,91.860783
334,NVP,navalpura,23.289155,73.199554
335,DBKA,dabka,21.361353,76.720809
336,CQR,champapukur,22.656634,88.80796
337,NDAZ,naya azadpur,28.714564,77.166876
338,ANDI,adarsh nagar delhi,28.714205,77.166707
339,CUR,churu,28.288281,74.966203
340,BHD,badli,28.7468,77.1377425
341,KHKN,khera kalan,28.769718,77.115838
342,HUK,holambi kalan,28.801187,77.102334
343,NUR,narela,28.846886,77.085727
344,RDDE,rathdhana,28.904132,77.059148
345,CTPE,chandanattop halt,8.932478,76.64532
346,HNN,harana kalan,28.945425,77.039135
347,SNP,sonipat,28.989423,77.017343
348,SLKN,sandal kalan,29.063432,77.012589
349,RUG,rajlu garhi,29.090744,77.012109
350,GNU,ganaur,29.130776,77.01075
351,BDMJ,bhodwal majri,29.1852092,77.0082364
352,SMK,samalkha,29.240172,77.003034
353,DWNA,diwana,29.318564,76.980194
354,BBDE,babarpur,29.449652,76.966178
355,KFU,kohand,29.494782,76.968758
356,GRA,gharaunda,29.541636,76.96575
357,BZJT,bazida jatan,29.613391,76.965812
358,KUN,karnal,29.694566,76.969821
359,BZK,bhaini khurd,29.751544,76.955362
360,TRR,taraori,29.797906,76.93858
361,NLKR,nilokheri,29.831492,76.925491
362,KKDE,kurukshetra jn,29.96944,76.852795
363,DAVM,dhanuvachapuram,8.378802,77.124352
364,CTS,chattriput,18.922722,82.590027
365,DAVJ,d.a.v.c.h. jalandhar,31.346977,75.56132
366,DLPI,indrapuri,28.62834247,77.14358826
367,GRG,guwarighat,23.110295,79.927613
368,DSJ,delhi safdarjung,28.582121,77.186969
369,DHRN,dhurana,29.253606,76.803295
370,DUK,dudia,25.934458,72.902042
371,DAJ,duroji,15.227107,76.70013
372,BTPH,chakia thermal halt,25.40126394,86.01624276
373,JDDA,jatha,22.01598039,82.8753337
374,JDI,jharradih,21.999876,83.050747
375,DKO,devakottai road,10.037611,78.761747
376,DIB,dibai,28.19378,78.303084
377,CNJO,juhi outer cabin,26.45319019,80.32390984
378,LMA,lambiya,25.578334,74.585615
379,DOHM,devgarh madriya,25.610206,73.855552
380,DYE,dayanand nagar,17.456247,78.53135
381,DBV,dabilpur,17.674226,78.470315
382,BGZ,bahadurgarh,28.700863,76.930886
383,DME,damnagar,21.688346,71.509053
384,AG,aranghata,23.242037,88.613551
385,RLG,relangi,16.709921,81.64411
386,CCAB,bmy c cabin,21.209789,81.443063
387,DNDI,dhondi,19.106268,76.736112
388,NDO,nidubrolu,16.067904,80.557243
389,FKA,fazilka,30.408641,74.025417
390,TDD,tadepalligudem,16.809961,81.526314
391,PTPU,prattiapadu,16.820865,81.581431
392,BDHT,bardi halt,21.621177,78.822411
393,DJL,dodajala lake,13.183156,77.652122
394,DIU,dhing,26.453101,92.450865
395,DGQ,dugdol,24.631708,72.096828
396,DAU,dagru,30.834858,75.047442
397,GWH,ghoshawar,25.73742114,85.24335074
398,HJP,hajipur jn,25.702909,85.2155
399,PUK,pudukad,10.420507,76.260707
400,NYI,nellayi,10.392415,76.275994
401,UKL,uttukuli,11.156494,77.448615
402,TUP,tiruppur,11.108906,77.341247
403,SNO,somanur,11.087247,77.18638
404,SUU,sulur road,11.049634,77.11729
405,IGU,irugur,11.017199,77.069134
406,SHI,singanallur,11.012921,77.039459
407,PLMD,pilamedu,11.033241,76.999566
408,CBE,coimbatore jn,10.997639,76.966298
409,PTJ,podanur jn,10.965425,76.990125
410,MDKI,madukarai,10.900858,76.94295
411,IJK,irinjalakuda,10.339456,76.280924
412,CKI,chalakudi,10.3017975,76.3218076
413,DINR,divine nagar,10.28539937,76.33631436
414,KRAN,koratti angadi,10.260123,76.355901
415,KUC,karukkutty,10.225757,76.373077
416,AFK,angamali,10.183676,76.37786
417,CWR,chovvara,10.133064,76.372189
418,DJ,darjeeling,27.038151,88.263326
419,AWY,aluva,10.108163,76.356508
420,KLMR,kalamassery,10.061818,76.326956
421,IPL,edappally,10.034338,76.298271
422,ERN,ernakulam town,9.991582,76.2861
423,ETMD,ettimadai,10.898788,76.897155
424,WRA,walayar,10.84718103,76.83761351
425,DBN,dhablan,30.33791332,76.27691787
426,DBF,dabpal,18.92798,81.488923
427,DBZ,dhing bazar,26.455873,92.481039
428,CLMD,chullimada,10.837165,76.801793
429,KTKU,kottekad,10.815731,76.693457
430,DLC,dalmera,28.417832,73.65658
431,TNU,tirunettur,9.933729,76.307657
432,KUMM,kumbalam,9.906723,76.3116
433,AROR,aroor halt,9.8791031,76.302833
434,EZP,ezhuppunna,9.820288,76.302391
435,TUVR,turavur,9.772809,76.309979
436,ERSC,ernakulam jn. c,9.97806,76.289859
437,DIR,dhanapur orissa,18.945173,82.507393
438,DRN,deoranian,28.64478,79.476473
439,BGS,begu sarai,25.425296,86.134476
440,BQQ,bakhleta,23.846381,79.96972
441,GBP,gulabpura,25.90279519,74.6559545
442,REI,rithi,23.904168,80.140267
443,MBWC,moradabad west,28.83865785,78.75963388
444,HRH,harthala,28.87198721,78.73559543
445,GOA,gohad road,26.480421,78.439153
446,DHNR,dhanora deccan,19.46551744,78.13275403
447,ALD,allahabad jn,25.446241,81.828816
448,ETAH,etah,27.571173,78.653919
449,GG,gandhigram,23.02676,72.568831
450,BSL,bhusaval jn,21.0472812,75.7886717
451,KOPR,kopar road,19.211345,73.077841
452,GGLE,gangatikuri,23.71822,88.087286
453,KWD,karwandia,24.953195,84.084599
454,GDD,gadra road,25.743851,70.64304
455,SSM,sasaram,24.955926,84.019423
456,DTAE,dhatrigram,23.277796,88.311822
457,SLOR,seloo road,20.77665,78.714909
458,SNI,sindi,20.816446,78.883342
459,DNUA,dhansura,23.351916,73.19871
460,SGRD,sulgare,22.019979,82.743775
461,BUA,baradwar,22.011725,82.813724
462,SKT,sakti,22.011785,82.956526
463,EDU,eriodu,10.51562799,78.05712899
464,SUJ,sarju,27.111885,81.648076
465,GDN,gangaikondan,8.830736,77.786203
466,LDR,landaura,29.814493,77.941557
467,DUN,duganpur,28.658317,79.13019
468,CBJ,clutter buck ganj,28.396895,79.371946
469,BE,bareilly,28.3371543,79.4108444
470,DTC,ditokcherra,25.090538,92.798715
471,BPG,badurpur ghat,24.872902,92.581099
472,GIW,girdharpur,25.845508,76.794583
473,RYS,rasuriya,28.26396,79.474459
474,NYO,nayagaon,25.763263,85.099366
475,PMU,parmanandpur,25.741291,85.133951
476,BPP,bapatla,15.9086144,80.4684248
477,APL,appikatla,15.970371,80.514466
478,MCVM,machavaram,16.025343,80.541541
479,CEL,chebrol,16.819948,81.396533
480,GGH,ghogardiha,26.282768,86.468503
481,BPY,badampudi,16.828104,81.473751
482,ARD,amarda road,21.734258,87.102374
483,PY,perundurai,11.25334,77.628672
484,FSR,faqarsar,30.189431,74.572572
485,CFG,chakiting,26.5616754,94.09565462
486,IGR,ingur,11.22501,77.587299
487,VZ,vijayamangalam,11.195525,77.522231
488,DLA,doulta,24.998509,78.429325
489,TBT,talbahat,25.039255,78.414552
490,MZX,matatila,25.0851,78.40284
491,BZY,basai,25.142923,78.394254
492,BAB,babina,25.237832,78.451748
493,KHJ,khajraha,25.304158,78.478365
494,BJI,bijauli,25.3764678,78.5177461
495,JHSA,jhansi a cabin,25.41949,78.545787
496,JHS,jhansi jn,25.443585,78.552985
497,KRQ,karari,25.5308,78.509084
498,DAA,datia,25.64107,78.456356
499,SOR,sonagir,25.730668,78.409099
500,KTRA,kotra,25.811254,78.381661
501,DBA,dabra,25.881197,78.331015
502,SMTL,simariatal,25.92199561,78.30425957
503,AEH,anant paith,25.9553895,78.27613209
504,FRH,farhatnagar,27.081164,80.143212
505,GATD,gautamdhara,23.34988098,85.63299457
506,GEG,gir gadhara,20.906347,70.919246
507,FLD,phulad,25.623979,73.813118
508,GADM,ganga dham,27.20976,81.930509
509,DTR,dhamtari,20.714515,81.550321
510,DRW,dharewada,23.960816,72.378575
511,KZQ,khimel,25.300189,73.279577
512,HDU,hardua,23.91505422,80.28341274
513,HDW,haldwani,29.215097,79.533732
514,AKT,akaltara,22.029121,82.422049
515,HBU,halbarga,17.98847,77.298175
516,GNH,gangakher,18.973377,76.755511
517,NIA,naila,22.022964,82.564589
518,KMGE,kumahu,24.976944,83.946305
519,SSG,shiu sagar road,24.999465,83.895453
520,CPH,champa,22.034731,82.665149
521,GPX,gautampura road,23.2008894,75.6819899
522,RGQ,raigadh road,23.596666,73.183592
523,GS,godhaneshwar,22.68118,72.36834
524,GLH,gulaothi,28.582962,77.801799
525,HNB,hasanabad,22.570155,88.912953
526,PUA,pulla,16.809911,81.324846
527,KKRM,kaikoram,16.815341,81.364219
528,JER,jaleswar,21.79749,87.220491
529,FYZ,faizullapur,25.869213,80.893347
530,ED,erode jn,11.327682,77.725934
531,HR,harpalu,28.5690538,75.4910471
532,RUB,rasulabad,25.826999,80.977088
533,SNIE,sath naraini,25.795325,81.03942
534,DUR,desur,15.754344,74.49801
535,CNC,chinchli,16.571697,74.855323
536,MTB,matlabpur,28.989821,78.656727
537,KNT,kanth,29.059768,78.621471
538,MWE,mewa nawada,29.118385,78.613167
539,SEO,seohara,29.204807,78.580977
540,CAJ,chakraj mal,29.249784,78.536047
541,DPR,dhampur,29.305446,78.501588
542,HBW,habibwala,29.349034,78.478973
543,GKD,gadhakda,21.237962,71.381719
544,PNI,puraini,29.388929,78.445574
545,NGG,nagina,29.437919,78.424119
546,BEK,bundki,29.522577,78.3932854
547,GYN,gyanpur road,25.28014401,82.42728836
548,MSDR,murshadpur,29.57239523,78.37564569
549,NBD,najibabad jn,29.60354,78.335733
550,FZL,fazalpur,29.59374102,78.27795372
551,CNK,chandok,29.576786,78.152782
552,BLW,balawali,29.6274345,78.1124328
553,RSI,raisi,29.6928321,78.06643355
554,AAR,adesar,23.5529784,70.9720505
555,HRR,harihar,14.515431,75.812314
556,GVA,ganguwada,18.66763705,84.1072235
557,GUX,gurhi,21.629554,76.580745
558,HMH,hanumangarh jn,29.614904,74.297633
559,AAM,angadippuram,10.979489,76.207343
560,PHR,phillaur jn,31.016907,75.785761
561,LDW,ladhowal,31.016957,75.785811
562,LDH,ludhiana jn,30.912367,75.847873
563,BHOI,dhandarikalan block hut,30.894741,75.87188
564,HKR,kiwar khed,21.186952,76.8767
565,DDL,dhandari kalan,30.874477,75.909491
566,SNL,sanahwal,30.837436,75.9795
567,DOA,doraha,30.804137,76.043303
568,JSPN,jaspalon,30.78473759,76.08015227
569,CHA,chawapall,30.75946257,76.12746498
570,KNN,khanna,30.707973,76.225134
571,GVG,govindgarh,30.66948343,76.29707391
572,SIR,sirhind jn,30.624222,76.383194
573,SDY,sadhoo garh,30.5828632,76.4484726
574,SBJ,sarai banjara,30.538386,76.515682
575,RPJ,rajpura jn,30.48645895,76.59402019
576,SMU,sambhu,30.42902747,76.68414367
577,CDL,chodiala,29.896398,77.738546
578,IQB,iqbalpur,29.875114,77.803799
579,RK,roorkee,29.851671,77.87417
580,DNRA,dhandhera,29.84340298,77.9019228
581,DSNI,dausni,29.784745,77.979636
582,CPT,channapatna,12.659673,77.203824
583,KGF,kathghar,28.826066,78.796689
584,DLP,dalpatpur,28.820438,78.877187
585,MPH,mundha pande,28.800367,78.939038
586,RMU,rampur,28.778863,79.023419
587,SAR,shahzad nagar,28.750033,79.052147
588,DAM,dhamora,28.707129,79.087745
589,AABH,ambika bhawani halt,25.75143367,84.96900335
590,DGA,dighwara,25.743938,85.003168
591,STLR,sitalpur,25.76874,85.036638
592,JDR,jiwdhara,26.581722,84.906874
593,AWP,aghwanpur,28.939542,78.702865
594,KIA,khari amrapur,23.390711,72.913948
595,IMR,ibrahimpur,16.802926,75.719362
596,JND,junagadh jn,21.530606,70.457612
597,JA,jaliya,21.81635691,71.632491
598,IDP,indupalli,16.479094,80.877069
599,DBL,dodbele,13.216441,77.351193
600,KVD,khurmabad road,25.021489,83.848303
601,JBO,jamadobu,23.715139,86.410031
602,KTQ,kudra,25.048552,83.793371
603,PSE,pusauli,25.097235,83.72151
604,STPT,sitampet,16.797409,81.211206
605,JHBN,jhamatpur baharan,23.749987,88.098669
606,UBC,ambala city,30.378497,76.763996
607,JIT,jirat,23.098255,88.461461
608,BMD,bhimadolu,16.80848173,81.26109679
609,JDD,jerthi dadhia,27.731618,75.20107747
610,LXD,lakshannath road,21.842011,87.250953
611,JGJN,jugijan,26.028001,92.81771
612,JMI,jamguri,26.38770715,93.96044797
613,CSM,cansaulim,15.344532,73.897226
614,BPW,burhpura,25.211179,78.42955
615,IDM,indemau,26.318344,80.767021
616,KSR,kasturi,27.139983,81.728838
617,MIR,maijapur,27.141734,81.773788
618,JNO,junnor deo,22.191279,78.592052
619,GDK,gonda kachahri,27.14022722,81.93402688
620,BRCK,baruachak,27.122672,82.055181
621,JOL,jogal,21.696442,86.882714
622,ICL,ichauli,25.520955,80.178833
623,MOTG,motiganj,27.101387,82.103635
